Year,Month,Supply Number,Total KWh,Energy Cost,Payable Amount,Bill Type,Label,Total Rainfall (mm),Mean Temperature (°C),Total Sunny Days
2017,2,21574054,0,0.0,0.0,Estimated,Sports Facility,28.7,7.653571428571428,12
2017,2,21581403,2267,187.23,513.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21586062,2305,190.37,1040.0,Final,Sports Facility,28.7,7.653571428571428,12
2017,2,21699195,7506,619.92,1283.0,Final,Sports Facility,28.7,7.653571428571428,12
2017,2,21730449,750,61.94,157.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21730886,2940,298.5,331.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21739262,0,0.0,15.0,Final,Parks & Cultural Sites,28.7,7.653571428571428,12
2017,2,21792422,5400,445.99,2188.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21798583,3480,287.41,1396.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21804616,8440,697.06,3142.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21826148,1084,110.06,101.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21906515,2092,212.4,280.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21908054,5120,422.86,2146.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21917226,1759,178.59,217.0,Final,Parks & Cultural Sites,28.7,7.653571428571428,12
2017,2,21923295,0,29.44,54.0,Estimated,School/Nursery,28.7,7.653571428571428,12
2017,2,21933369,4958,503.39,519.0,Final,Parks & Cultural Sites,28.7,7.653571428571428,12
2017,2,82400215,20579,1246.36,3432.0,Final,Municipal Services,28.7,7.653571428571428,12
2017,2,92400110,5040,416.25,2587.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,92404221,3120,257.68,1263.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,20142856,5500,454.25,783.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,20170967,2600,214.73,1057.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,20199113,2733,277.48,192.0,Final,Parks & Cultural Sites,28.7,7.653571428571428,12
2017,2,20213044,3720,307.23,1496.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,20172054,3086,254.87,552.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,20213318,2200,181.7,1010.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21675569,4608,380.57,802.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21904842,7640,630.99,2642.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,2,21915458,1604,132.47,672.0,Final,School/Nursery,28.7,7.653571428571428,12
2017,1,21691108,467,38.57,348.0,Final,Sports Facility,66.6,1.1966666666666665,12
2017,1,21692465,2471,204.08,482.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21744101,3091,255.29,660.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21747749,2923,241.41,618.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21816393,7941,806.25,1189.0,Final,Parks & Cultural Sites,66.6,1.1966666666666665,12
2017,1,21820783,2000,203.06,-38.0,Final,Parks & Cultural Sites,66.6,1.1966666666666665,12
2017,1,21821752,3621,299.06,737.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21574046,3292,271.89,703.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21581403,2465,203.58,545.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21586062,2825,233.32,1057.0,Final,Sports Facility,66.6,1.1966666666666665,12
2017,1,21699195,7062,583.25,1309.0,Final,Sports Facility,66.6,1.1966666666666665,12
2017,1,21730449,331,27.34,91.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21739262,0,0.0,0.0,Final,Parks & Cultural Sites,66.6,1.1966666666666665,12
2017,1,21739262,0,0.0,31.0,Final,Parks & Cultural Sites,66.6,1.1966666666666665,12
2017,1,21792422,5960,492.24,2238.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21798583,3480,287.41,1356.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21804616,8720,720.18,2762.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21811728,0,0.0,4.0,Estimated,Parks & Cultural Sites,66.6,1.1966666666666665,12
2017,1,21908054,6000,495.54,2205.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,82400215,20091,1213.57,5578.0,Final,Municipal Services,66.6,1.1966666666666665,12
2017,1,92400110,2160,178.39,2013.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,92404221,3120,257.68,1144.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20142856,0,121.9,265.0,Estimated,School/Nursery,66.6,1.1966666666666665,12
2017,1,20170967,2560,211.43,982.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20213044,3440,284.11,1413.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20131501,631,64.07,73.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20161841,0,592.73,952.0,Estimated,School/Nursery,66.6,1.1966666666666665,12
2017,1,20172054,1992,164.52,423.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20176086,1469,149.15,189.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20183403,904,91.78,119.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20186158,8952,908.9,1203.0,Final,Municipal Services,66.6,1.1966666666666665,12
2017,1,20213318,2360,194.91,1143.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21675569,4089,337.71,771.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21820940,0,91.17,194.0,Estimated,Hospital/Medical Facility,66.6,1.1966666666666665,12
2017,1,21823855,0,62.75,105.0,Estimated,School/Nursery,66.6,1.1966666666666665,12
2017,1,21904842,6360,525.27,2153.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,21915458,1524,125.87,608.0,Final,School/Nursery,66.6,1.1966666666666665,12
2017,1,20134283,0,127.32,211.0,Estimated,School/Nursery,66.6,1.1966666666666665,12
2017,1,20170509,0,58.89,98.0,Estimated,School/Nursery,66.6,1.1966666666666665,12
2017,7,21691108,658,54.34,129.0,Final,Sports Facility,63.8,26.326666666666664,26
2017,7,21692465,1270,104.89,226.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21744101,1676,138.42,313.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21747749,1322,109.18,243.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21816393,0,160.52,117.0,Estimated,Parks & Cultural Sites,63.8,26.326666666666664,26
2017,7,21817371,0,148.34,244.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,21820783,0,399.01,630.0,Estimated,Parks & Cultural Sites,63.8,26.326666666666664,26
2017,7,21821752,1026,84.74,171.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21821753,0,36.35,68.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,82400174,3815,225.88,513.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21574046,1137,93.9,183.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21581403,1100,90.85,259.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21586062,1064,87.88,211.0,Final,Sports Facility,63.8,26.326666666666664,26
2017,7,21699195,3308,273.21,567.0,Final,Sports Facility,63.8,26.326666666666664,26
2017,7,21730449,712,58.8,146.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21739262,0,0.0,15.0,Final,Parks & Cultural Sites,63.8,26.326666666666664,26
2017,7,21792422,4200,346.88,696.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21798583,2520,208.13,409.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21804616,4840,399.74,772.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21810010,8952,725.38,1145.0,Final,Sports Facility,63.8,26.326666666666664,26
2017,7,21811728,1,0.1,5.0,Final,Parks & Cultural Sites,63.8,26.326666666666664,26
2017,7,21908054,3560,294.02,611.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,82400215,12581,758.76,1708.0,Final,Municipal Services,63.8,26.326666666666664,26
2017,7,92400110,1520,125.54,832.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,92404221,680,56.16,149.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20142856,0,33.78,54.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,20170967,920,75.98,181.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20199113,0,141.53,169.0,Estimated,Parks & Cultural Sites,63.8,26.326666666666664,26
2017,7,20213044,1920,158.57,325.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20213600,156,12.88,48.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20131501,0,33.5,43.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,20161841,0,188.24,-98.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,20172054,531,43.86,94.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20176086,0,20.31,11.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,20183403,0,15.33,4.0,Estimated,School/Nursery,63.8,26.326666666666664,26
2017,7,20186158,0,281.24,339.0,Estimated,Municipal Services,63.8,26.326666666666664,26
2017,7,20213318,1400,115.63,260.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21675569,1213,100.18,226.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21820940,1519,154.22,244.0,Final,Hospital/Medical Facility,63.8,26.326666666666664,26
2017,7,21823855,1565,158.89,247.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21904842,1760,145.36,317.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,21915458,1336,110.34,228.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20134283,1673,169.86,180.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,7,20170509,760,77.16,96.0,Final,School/Nursery,63.8,26.326666666666664,26
2017,6,21691108,809,66.82,400.0,Final,Sports Facility,60.5,24.529999999999998,22
2017,6,21692465,1704,140.73,322.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21744101,1818,150.15,358.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21747152,1575,159.91,189.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21747749,3048,251.73,568.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21790694,581,58.99,19.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21821752,2759,227.87,508.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21826495,1456,147.83,186.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21933152,7249,735.99,917.0,Final,Municipal Services,60.5,24.529999999999998,22
2017,6,82400174,5064,303.3,857.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21571284,0,0.0,0.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21571284,1728,175.44,-621.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21574042,3163,321.14,421.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21574046,2423,200.12,473.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21574054,0,0.0,13.0,Final,Sports Facility,60.5,24.529999999999998,22
2017,6,21581403,1368,112.98,318.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21586062,1196,98.78,476.0,Final,Sports Facility,60.5,24.529999999999998,22
2017,6,21699195,4473,369.43,758.0,Final,Sports Facility,60.5,24.529999999999998,22
2017,6,21730449,619,51.12,133.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21730886,3035,308.14,398.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21739262,0,0.0,15.0,Final,Parks & Cultural Sites,60.5,24.529999999999998,22
2017,6,21792422,4880,403.04,1601.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21798583,3240,267.59,1115.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21804616,5840,482.33,2003.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21826148,769,78.08,92.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21906515,1701,172.7,224.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21908054,5120,422.86,1716.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21917226,1278,129.76,172.0,Final,Parks & Cultural Sites,60.5,24.529999999999998,22
2017,6,21923295,0,29.75,41.0,Estimated,School/Nursery,60.5,24.529999999999998,22
2017,6,21933369,4517,458.61,616.0,Final,Parks & Cultural Sites,60.5,24.529999999999998,22
2017,6,82400215,13452,796.31,1975.0,Final,Municipal Services,60.5,24.529999999999998,22
2017,6,92400110,2000,165.18,1813.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,92404221,760,62.77,331.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20142856,3051,251.98,523.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20170967,2040,168.48,443.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20199113,3696,375.25,473.0,Final,Parks & Cultural Sites,60.5,24.529999999999998,22
2017,6,20213044,2680,221.34,1020.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20213600,194,16.02,68.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20172054,1367,112.9,253.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20183403,1400,142.14,228.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,20213318,1960,161.88,855.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21675569,1574,130.0,288.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21904842,3280,270.9,1245.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,6,21915458,1272,105.05,482.0,Final,School/Nursery,60.5,24.529999999999998,22
2017,3,21691108,345,28.49,267.0,Final,Sports Facility,63.1,11.746666666666668,19
2017,3,21692465,2551,210.69,453.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21744101,3336,275.52,619.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21747749,3973,328.13,743.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21816393,0,213.72,214.0,Estimated,Parks & Cultural Sites,63.1,11.746666666666668,19
2017,3,21817371,0,147.73,672.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,21820783,0,48.13,83.0,Estimated,Parks & Cultural Sites,63.1,11.746666666666668,19
2017,3,21821752,4077,336.72,746.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21821753,0,75.44,238.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,82400174,7302,437.11,1398.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21574046,2657,219.44,470.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21581403,2276,187.97,477.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21586062,2010,166.01,921.0,Final,Sports Facility,63.1,11.746666666666668,19
2017,3,21699195,6712,554.34,1137.0,Final,Sports Facility,63.1,11.746666666666668,19
2017,3,21730449,604,49.88,126.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21739262,0,0.0,15.0,Final,Parks & Cultural Sites,63.1,11.746666666666668,19
2017,3,21792422,5680,469.11,2212.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21798583,3840,317.15,1483.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21804616,7720,637.59,3066.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21810010,11070,897.0,1290.0,Final,Sports Facility,63.1,11.746666666666668,19
2017,3,21811728,1,0.1,5.0,Final,Parks & Cultural Sites,63.1,11.746666666666668,19
2017,3,21908054,5640,465.81,2154.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,82400215,14658,892.71,2197.0,Final,Municipal Services,63.1,11.746666666666668,19
2017,3,92400110,2640,218.04,2665.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,92404221,2000,165.18,1098.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20142856,0,192.6,299.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,20170967,2240,185.0,478.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20199113,0,171.38,233.0,Estimated,Parks & Cultural Sites,63.1,11.746666666666668,19
2017,3,20213044,3760,310.54,1595.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20213600,2918,241.0,0.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20213600,187,15.44,1202.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20131501,0,23.55,30.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,20161841,0,531.41,854.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,20172054,2855,235.79,525.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20176086,0,71.88,93.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,20183403,0,35.84,45.0,Estimated,School/Nursery,63.1,11.746666666666668,19
2017,3,20186158,0,250.98,252.0,Estimated,Municipal Services,63.1,11.746666666666668,19
2017,3,20213318,2800,231.25,1116.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21675569,3519,290.63,639.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21820940,2010,204.08,304.0,Final,Hospital/Medical Facility,63.1,11.746666666666668,19
2017,3,21823855,1511,153.41,206.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21904842,6680,551.7,2727.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,21915458,1627,134.37,713.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20134283,2759,280.12,356.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,3,20170509,1193,121.13,149.0,Final,School/Nursery,63.1,11.746666666666668,19
2017,5,21691108,629,51.95,175.0,Final,Sports Facility,96.10000000000002,19.279999999999998,18
2017,5,21692465,2470,204.0,443.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21744101,2728,225.31,524.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21747749,4050,334.49,770.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21816393,8658,879.05,1402.0,Final,Parks & Cultural Sites,96.10000000000002,19.279999999999998,18
2017,5,21817371,0,204.28,333.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21820783,822,83.46,95.0,Final,Parks & Cultural Sites,96.10000000000002,19.279999999999998,18
2017,5,21821752,3816,315.16,713.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21821753,3319,336.98,265.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,82400174,3906,228.66,635.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21574046,2254,186.16,426.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21581403,1953,161.3,406.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21586062,945,78.05,199.0,Final,Sports Facility,96.10000000000002,19.279999999999998,18
2017,5,21699195,5743,474.31,987.0,Final,Sports Facility,96.10000000000002,19.279999999999998,18
2017,5,21730449,639,52.78,139.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21739262,0,0.0,18.0,Final,Parks & Cultural Sites,96.10000000000002,19.279999999999998,18
2017,5,21792422,3360,277.5,646.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21798583,2520,208.13,477.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21804616,4680,386.52,872.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21811728,0,0.0,4.0,Estimated,Parks & Cultural Sites,96.10000000000002,19.279999999999998,18
2017,5,21908054,3680,303.93,713.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,82400215,9230,551.69,1501.0,Final,Municipal Services,96.10000000000002,19.279999999999998,18
2017,5,92400110,1440,118.93,833.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,92404221,600,49.55,141.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,92409020,0,0.0,0.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,92409020,0,0.0,0.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,92409020,36680,2530.55,7057.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20142856,0,36.5,102.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20170967,1120,92.5,245.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20213044,2120,175.09,428.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20213600,188,15.53,7.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20131501,793,80.51,126.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20161841,23415,2377.32,1949.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20172054,2460,203.17,476.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20176086,1460,148.23,182.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20186158,6774,687.76,962.0,Final,Municipal Services,96.10000000000002,19.279999999999998,18
2017,5,20213318,1880,155.27,391.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21675569,2152,177.73,402.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21820940,0,69.34,126.0,Estimated,Hospital/Medical Facility,96.10000000000002,19.279999999999998,18
2017,5,21823855,0,44.37,49.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21904842,2760,227.95,527.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,21915458,1056,87.22,205.0,Final,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20134283,0,99.5,115.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,5,20170509,0,37.97,44.0,Estimated,School/Nursery,96.10000000000002,19.279999999999998,18
2017,11,21691108,938,77.47,406.0,Final,Sports Facility,79.4,11.283333333333331,11
2017,11,21692465,2620,216.39,397.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21744101,3160,260.98,509.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21747749,3773,311.61,600.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21816393,0,359.72,487.0,Estimated,Parks & Cultural Sites,79.4,11.283333333333331,11
2017,11,21817371,0,138.08,122.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,21820783,0,97.47,-225.0,Estimated,Parks & Cultural Sites,79.4,11.283333333333331,11
2017,11,21821752,4091,337.88,664.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21821753,0,64.78,100.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,82400174,4961,297.68,1486.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21574046,2720,224.64,435.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21581403,1948,160.89,377.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21586062,2168,179.06,781.0,Final,Sports Facility,79.4,11.283333333333331,11
2017,11,21699195,8379,692.02,1390.0,Final,Sports Facility,79.4,11.283333333333331,11
2017,11,21730449,603,49.8,107.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21739262,492,40.63,151.0,Final,Parks & Cultural Sites,79.4,11.283333333333331,11
2017,11,21792422,5280,436.08,1640.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21798583,4040,333.66,1404.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21804616,5720,472.41,1842.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21810010,9749,789.96,1139.0,Final,Sports Facility,79.4,11.283333333333331,11
2017,11,21811728,937,95.13,191.0,Final,Parks & Cultural Sites,79.4,11.283333333333331,11
2017,11,21908054,5440,449.29,1820.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,82400215,15589,926.69,4181.0,Final,Municipal Services,79.4,11.283333333333331,11
2017,11,92400110,1920,158.57,1856.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,92404221,720,59.46,287.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20142856,1689,139.49,292.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20170967,1760,145.36,651.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20199113,0,130.16,119.0,Estimated,Parks & Cultural Sites,79.4,11.283333333333331,11
2017,11,20213044,2680,221.34,1017.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20213600,14,1.16,25.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20131501,0,29.14,33.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,20161841,0,557.6,717.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,20172054,2588,213.74,425.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20176086,0,65.99,91.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,20183403,0,40.1,56.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,20186158,0,421.15,526.0,Estimated,Municipal Services,79.4,11.283333333333331,11
2017,11,20213318,2960,244.47,976.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21675569,2119,175.01,272.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21820940,0,79.5,163.0,Estimated,Hospital/Medical Facility,79.4,11.283333333333331,11
2017,11,21823855,0,50.97,77.0,Estimated,School/Nursery,79.4,11.283333333333331,11
2017,11,21904842,3200,264.29,1075.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,21915458,2185,180.46,713.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20134283,1578,160.21,160.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,11,20170509,834,84.68,109.0,Final,School/Nursery,79.4,11.283333333333331,11
2017,10,21691108,871,71.94,191.0,Final,Sports Facility,41.8,16.21,21
2017,10,21692465,2931,242.07,536.0,Final,School/Nursery,41.8,16.21,21
2017,10,21744101,3976,328.38,779.0,Final,School/Nursery,41.8,16.21,21
2017,10,21747152,1613,163.77,228.0,Final,School/Nursery,41.8,16.21,21
2017,10,21747749,3999,330.28,777.0,Final,School/Nursery,41.8,16.21,21
2017,10,21790694,0,0.0,-50.0,Final,School/Nursery,41.8,16.21,21
2017,10,21821752,4291,354.39,776.0,Final,School/Nursery,41.8,16.21,21
2017,10,21826495,1084,110.06,152.0,Final,School/Nursery,41.8,16.21,21
2017,10,21933152,6388,648.57,792.0,Final,Municipal Services,41.8,16.21,21
2017,10,82400174,3940,236.8,697.0,Final,School/Nursery,41.8,16.21,21
2017,10,21571284,694,70.46,132.0,Final,School/Nursery,41.8,16.21,21
2017,10,21574042,1821,184.89,237.0,Final,School/Nursery,41.8,16.21,21
2017,10,21574046,3500,289.07,637.0,Final,School/Nursery,41.8,16.21,21
2017,10,21574054,403,40.92,89.0,Final,Sports Facility,41.8,16.21,21
2017,10,21581403,1471,121.49,321.0,Final,School/Nursery,41.8,16.21,21
2017,10,21586062,2150,177.57,401.0,Final,Sports Facility,41.8,16.21,21
2017,10,21699195,3141,259.42,535.0,Final,Sports Facility,41.8,16.21,21
2017,10,21730449,782,64.59,162.0,Final,School/Nursery,41.8,16.21,21
2017,10,21730886,2024,205.5,273.0,Final,School/Nursery,41.8,16.21,21
